item,itemLabel,startDate,endDate,sourceDate,psid
Q12588685,Kim Jong-oh,1963-06-01,1965-04-10,2022-05-02,Q12588685-3A093D69-FA5B-4E8F-913E-C823983AC081
Q15890651,Im Chung-sik,1967-04-10,1968-08-05,,Q15890651-BC9B854E-AE30-46B0-9C82-C69D30BCB481
Q8059894,Lew Byong-hyun,1979-12-15,1981-05-15,2022-05-02,Q8059894-28B511F0-5AF4-413F-B89E-33C6E08D59EC
Q12611091,Lee Ki-paek,1983-06-03,1985-06-03,,Q12611091-cf9c03a3-43b0-ed1e-d1ef-15240c8ada7a
Q56682036,Kim Jin-ho,1998-03-26,1999-10-26,,Q56682036-120fe5e3-43ae-eea6-5fbb-3591cf232786
Q16179284,Cho Yung-kil,1999-10-26,2001-10-08,2022-07-05,Q16179284-BFDF7C42-AACD-4AC6-97AA-E486E4BB7628
Q492660,Lee Sang-hee,2005-04-07,2006-11-17,2022-05-02,Q492660-33625E56-7F5D-41B3-85CD-7F7B815C6663
Q486034,Kim Kwan-jin,2006-11-17,2008-03-25,,Q486034-DC8577BB-9DA4-42BB-BEDD-3065E2AF0561
Q486900,Kim Tae-young,2008-03-28,2009-09-23,2022-05-02,Q486900-46FAAB1A-2BE1-40E5-8048-FB1AED209625
Q24856119,Lee Sang-eui,2009-09-30,2010-06-30,2022-05-02,Q24856119-7D37AA3B-E04C-41D6-A294-C740DCCE56BF
Q5646647,Han Min-goo,2010-06-30,2011-10-26,,Q5646647-82FEAAAF-8D7F-4D6B-BD6C-8F89DCC9ECF6
Q6180288,Jeong Seung-jo,2011-10-26,2013-10-16,2022-05-02,Q6180288-9295F580-4888-43DF-A937-8B38AD6DC3F0
Q12619778,Choi Yoon-hee,2013-10-16,2015-10-07,,Q12619778-85731ce4-4175-8753-409c-c844e7504013
Q19599290,Lee Sun-jin,2015-10-07,2017-08-20,2022-07-05,Q19599290-285D468A-6B78-4B9E-9A17-F7A91EA69A84
Q22974878,Jeong Kyeong-doo,2017-08-20,2018-09-21,,Q22974878-7de80eb2-4dd6-acdf-d595-b51d27ce0f71
Q47501409,Park Han-ki,2018-10-11,2020-09-23,,Q47501409-250b7be2-4628-c71d-d975-cc5087667755
Q42527142,Won In-choul,2020-09-23,2022-07-04,,Q42527142-B7E101C0-7DD8-4AD5-8B1A-8E3E616FE045
Q112913388,Kim Seung-kyum,2022-07-04,,,Q112913388-B69DAA56-6C9A-41A2-82D5-2D8D69169984
